Genename,baseMean,log2FC,lfcSE,stat,p_value,padj
GJC3,230.0591919,0.769703124,0.544840096,1.412713803,0.157739891,0.761263745
LGALS9B,14.97783702,0.769626971,0.815334151,0.943940555,0.345200026,0.871468554
SIK2,2539.380088,0.767622555,0.295895713,2.594233442,0.009480209,0.337969464
RBMXP1,0.513419766,0.767450029,0.931275209,0.824085105,0.409891203,NA
CTSD,62866.06539,0.766714284,0.358952832,2.135975025,0.03268145,0.497744141
ROCK1P1,110.8556762,0.766659121,0.495473841,1.547325121,0.121784867,0.714728489
RNA5SP242,0.357559748,0.766529696,1.536037579,0.499030562,0.617757854,NA
LINC02101,1.192155898,0.766183098,0.746723782,1.02605959,0.304863496,NA
RNU6-54P,0.13344941,0.765976625,3.55945992,0.21519462,0.829615585,NA
EFCAB6-AS1,4.666789108,0.765828777,0.514345022,1.488939804,0.136503221,NA
LRRC52,3.310725116,0.765762112,1.107930305,0.691164515,0.489462161,NA
HMGN1P14,0.250760276,0.765623726,3.026026235,0.253012917,0.800258231,NA
SLC35F4,3.619071666,0.764920403,0.703446227,1.087390015,0.276864482,NA
FAM170B-AS1,0.155175076,0.764872061,2.392544971,0.319689732,0.749203544,NA
EIF4BP3,50.79091804,0.764863424,0.336988793,2.26969988,0.023225799,0.447890085
VSIG2,187.091979,0.763320752,0.661919027,1.153193549,0.248830951,0.82376975
ST8SIA6,625.8152892,0.763237573,0.649767968,1.174630962,0.240142391,0.816566396
SNORD113-8,0.021131175,0.763091687,5.419028803,0.140817057,0.888014468,NA
RPL35AP12,0.018391349,0.763091687,5.419028803,0.140817057,0.888014468,NA
RN7SL504P,0.023367791,0.763091687,5.419028803,0.140817057,0.888014468,NA
RN7SL229P,0.020567741,0.763091687,5.419028803,0.140817057,0.888014468,NA
RN7SL185P,0.023367791,0.763091687,5.419028803,0.140817057,0.888014468,NA
RN7SKP101,0.018391349,0.763091687,5.419028803,0.140817057,0.888014468,NA
OR52M1,0.023367791,0.763091687,5.419028803,0.140817057,0.888014468,NA
MIR4679-2,0.02087957,0.763091687,5.419028803,0.140817057,0.888014468,NA
DPPA5P2,0.025735096,0.763091687,5.419028803,0.140817057,0.888014468,NA
CFC1B,0.01813022,0.763091687,5.419028803,0.140817057,0.888014468,NA
MIR4771-2,0.324840351,0.763023032,1.449970459,0.526233502,0.598725979,NA
H3P39,1.874655921,0.762619467,0.481991299,1.582226626,0.113597844,NA
CALML3,1109.748283,0.762369992,1.000611867,0.761903808,0.446117417,0.905331085
GLUL,63093.09054,0.762264815,0.340303832,2.239953665,0.025093931,0.460049772
S100B,590.1889149,0.762000621,0.732316903,1.040533979,0.298091886,0.849478477
OR11H7,2.041363297,0.761952126,0.575342318,1.3243457,0.185388259,NA
NKX2-2,62.20641292,0.761934157,1.48113366,0.514426333,0.606953952,0.945682528
LINC02477,1.369305704,0.761784877,1.517682498,0.501939554,0.615710041,NA
LDB3,102.40309,0.761618272,0.42653754,1.785583213,0.074166767,0.633360077
SPATA31C1,0.300303692,0.760982706,1.728738772,0.440195314,0.659795653,NA
RNU4-35P,0.290820215,0.760078232,1.799733433,0.422328228,0.672785457,NA
RIIAD1,56.72580472,0.760037583,0.748267824,1.01572934,0.309758292,0.856037451
RAB6C,102.482546,0.759932726,0.647235877,1.174120213,0.240346878,0.816578065
CST3,15370.87113,0.75953376,0.385359669,1.970973667,0.048726888,0.56530892
ARHGAP42P1,0.326834216,0.759158121,1.637597107,0.463580521,0.642948313,NA
MYRIP,230.7830457,0.759138576,0.618363762,1.227656959,0.21957577,0.811045967
RNU7-3P,1.211733286,0.758483162,0.626751293,1.210182045,0.226209046,NA
CYP4Z2P,579.7449832,0.757564642,0.872962536,0.867808881,0.385498967,0.883753278
RNA5SP477,0.979877892,0.755866619,1.160797238,0.651161628,0.514942158,NA
TTC39DP,0.170853363,0.755670182,2.18318115,0.346132606,0.72924306,NA
FAM189A2,651.4484908,0.754474558,0.531095641,1.42060017,0.155433029,0.75885193
GALNT15,646.7970046,0.754409743,0.548125978,1.376343712,0.168715246,0.768972531
RRAD,157.434714,0.754193605,0.627322699,1.202241855,0.229269837,0.815413262
OR2A13P,3.12662886,0.75351371,0.643215059,1.171480206,0.24140581,NA
OR52N3P,0.381105071,0.753329594,1.572760316,0.478985632,0.63194885,NA
MZT1P2,1.256887651,0.75300744,0.789495019,0.953783649,0.340193168,NA
GSTM2P1,0.69576832,0.751839126,1.344650872,0.559133335,0.576070726,NA
RN7SL455P,2.040279102,0.751516218,1.005627158,0.747310981,0.454875866,NA
PPM1AP1,3.361835896,0.751435683,0.636037014,1.181433889,0.237430402,NA
PART1,213.0772443,0.751178628,0.810312739,0.927023101,0.35391454,0.875250755
APOLD1,2285.335005,0.750747107,0.442014388,1.698467576,0.089419547,0.665113886
LINC00836,0.468506446,0.750657624,2.090061887,0.359155692,0.719478621,NA
RNU6-541P,0.214406816,0.750648756,2.149011295,0.349299586,0.726864409,NA
BRWD1P3,0.133062879,0.750222937,2.646704249,0.283455523,0.776827672,NA
SPDYE16,0.403676504,0.750049615,1.179277977,0.63602444,0.524760492,NA
FAM169A,153.7871157,0.749611834,0.559596358,1.339558101,0.180389053,0.782408322
PLN,215.737943,0.749399361,0.494654686,1.514994971,0.129773678,0.730079565
TNS1,9793.493987,0.748980498,0.348065031,2.151840696,0.031409903,0.49032146
F2RL3,321.9256737,0.748170797,0.417580392,1.791680863,0.073184102,0.63177349
COL14A1,7305.478086,0.747209604,0.591100598,1.264098879,0.206194539,0.803495428
PACRG,30.50733178,0.746653724,0.43924344,1.699863119,0.089156676,0.664745993
FAM182A,4.695898274,0.746464253,0.556626311,1.341050969,0.179903905,NA
MLPH,16770.40102,0.744857217,0.573619577,1.298521263,0.194108275,0.795006072
LINC00993,1637.761749,0.744382834,1.124602485,0.661907512,0.508030497,0.924339004
TMEM63C,1667.545357,0.744370067,0.504988692,1.47403314,0.140472669,0.742157966
FAHD2B,722.982016,0.743773382,0.307615031,2.417870736,0.015611622,0.385698151
CMAHP,901.455143,0.743023808,0.389273424,1.908745272,0.05629496,0.589031974
OR13G1,0.610687554,0.742988048,1.122438305,0.661941101,0.508008969,NA
APOC3,0.860679965,0.742360924,1.674973596,0.443207539,0.657615627,NA
GOLGA2P8,4.921707725,0.741446274,0.529868117,1.399303432,0.161722011,NA
RN7SL750P,0.431596984,0.741113561,1.082452467,0.684661529,0.493557531,NA
MYO3B,115.4952415,0.741030242,0.745735071,0.993691018,0.320373317,0.860710319
LINC01919,0.512351757,0.740952282,1.431780095,0.517504248,0.604804204,NA
CPT1A,5847.438151,0.740809706,0.391332693,1.893043233,0.05835212,0.597420933
NDUFC2,3201.464692,0.7404,0.330635676,2.239322778,0.025134922,0.460049772
RNA5SP61,0.842464055,0.740052787,1.207283842,0.612989888,0.539883026,NA
SOX14,0.570123967,0.739944974,2.340313534,0.316173437,0.751870868,NA
EFCC1,372.3504921,0.739863499,0.601893784,1.229226017,0.218987077,0.809963317
MIR29B2CHG,461.0975374,0.739328503,0.538318982,1.373402253,0.16962733,0.770322553
RNU6-375P,0.46989877,0.739180054,1.312645266,0.563122477,0.573351487,NA
MACROD2,248.4775864,0.739127653,0.41441461,1.783546321,0.074497415,0.63364131
PAX2,99.41338713,0.738590293,0.805874042,0.916508355,0.359400327,0.877615237
RN7SL280P,1.123505819,0.738058184,0.836524235,0.882291454,0.377619217,NA
STK32B,662.0369633,0.737940149,0.624450046,1.181744086,0.23730726,0.815761281
LINC01090,0.651032382,0.737701217,1.076960986,0.684984161,0.493353916,NA
OR6V1,0.27505766,0.73766713,1.793801916,0.411231097,0.680903088,NA
KCND3,888.9850657,0.737630869,0.671691436,1.098169232,0.272130599,0.836080286
LONP2,6862.535837,0.737117492,0.286132466,2.576140703,0.009990998,0.346273955
RNU6-323P,1.795602411,0.736978087,0.764861884,0.963544011,0.335274589,NA
MPC2,4529.498929,0.73692401,0.334346782,2.204070894,0.027519359,0.472293491
NEFM,23.6433211,0.736581102,0.64315449,1.145263096,0.252100188,0.824996194
RPL31P28,0.821809696,0.736134312,0.871850391,0.844335587,0.398481906,NA
PCCA-DT,364.4915619,0.735624662,0.424431645,1.733199377,0.083060238,0.652224114
HS3ST4,26.49791775,0.734197957,1.053110403,0.697170928,0.48569583,0.919127056
KRT27,1.527505974,0.733865826,1.160953426,0.632123399,0.527306246,NA
UFL1-AS1,2.292052928,0.733124894,0.713766803,1.02712103,0.304363477,NA
LINC01801,39.78334335,0.733095518,0.61404411,1.193880872,0.232524571,0.815413262
OR14L1P,0.522766583,0.732807791,1.325775156,0.552739119,0.580442063,NA
TMEM88,119.813494,0.732650385,0.406160097,1.803846292,0.071255407,0.625987342
FGF7P8,6.097661567,0.731864978,0.489122999,1.496280036,0.134580695,0.737636997
LINC01736,8.940761475,0.731070515,0.680984934,1.073548737,0.283024984,0.841199945
NTRK3,337.2798979,0.731008171,0.675563723,1.082071381,0.279220811,0.838218163
SEPHS1P6,5.408718234,0.73056207,0.547670243,1.333945159,0.18222183,0.784443365
SHROOM4,755.674823,0.730222943,0.369669491,1.975340028,0.048229574,0.563334556
MIR1245A,0.533484151,0.730197557,1.378389937,0.529746727,0.596287546,NA
NOX3,0.17906129,0.729980451,2.592954782,0.281524559,0.778308094,NA
RNU6ATAC42P,0.204367693,0.729924171,2.55111489,0.286119678,0.77478646,NA
MIR548T,0.272896176,0.729738685,2.057905363,0.354602645,0.722887294,NA
TSTD3,7.864223591,0.729539755,0.404164708,1.805055561,0.071065988,0.625987342
MIR1284,0.15092464,0.72937314,2.223101721,0.328088064,0.742845078,NA
KRT8P28,0.175849074,0.729316851,2.195975339,0.332115229,0.739802251,NA
AADACL3,0.720534565,0.729221012,1.452522368,0.502037716,0.615640991,NA
ARHGAP29,4228.260002,0.729136014,0.367431603,1.9844129,0.047209829,0.560869978
GLYATL1,415.2081014,0.729006102,0.782482611,0.931657895,0.351513353,0.874045822
PLPP1,1660.547146,0.728836654,0.280763262,2.595911768,0.009434029,0.337554013
CASD1,2471.097818,0.728701003,0.388498503,1.875685483,0.060698481,0.602417495
TSPAN7,706.0508187,0.728180938,0.51668254,1.409339162,0.158734904,0.761299432
ZNF519P4,0.029360808,0.727905118,5.419028803,0.134323906,0.89314645,NA
YAP1P2,0.031209687,0.727905118,5.419028803,0.134323906,0.89314645,NA
SSR1P1,0.027053852,0.727905118,5.419028803,0.134323906,0.89314645,NA
SNORD3C,0.054557584,0.727905118,5.419028803,0.134323906,0.89314645,NA
RNU1-141P,0.029234831,0.727905118,5.419028803,0.134323906,0.89314645,NA
RNA5SP90,0.030586007,0.727905118,5.419028803,0.134323906,0.89314645,NA
OR10D4P,0.027553867,0.727905118,5.419028803,0.134323906,0.89314645,NA
MTCO2P8,0.036782431,0.727905118,5.419028803,0.134323906,0.89314645,NA
MIR6799,0.029898478,0.727905118,5.419028803,0.134323906,0.89314645,NA
LIPT1P1,0.028532971,0.727905118,5.419028803,0.134323906,0.89314645,NA
FP236383.1,0.027161579,0.727905118,5.419028803,0.134323906,0.89314645,NA
EIF4EBP2P3,0.0306211,0.727905118,5.419028803,0.134323906,0.89314645,NA
C1DP3,0.031898297,0.727905118,5.419028803,0.134323906,0.89314645,NA
RNU4-24P,0.836194711,0.727647163,1.263101613,0.576079672,0.564561331,NA
RNU6-1203P,0.557151605,0.727342451,1.159145896,0.627481367,0.530343746,NA
RPL26P6,40.42674851,0.726441412,0.468899584,1.549247296,0.121322284,0.714345606
LCN10,8.546061073,0.726328849,0.90862973,0.799367251,0.424077494,0.898438782
PCCA-AS1,2.021996814,0.726273809,0.760433696,0.955078415,0.339538044,NA
FBXL19-AS1,279.5972266,0.72615859,0.422362783,1.719276932,0.085563958,0.657991269
RAPGEF4,600.7190618,0.72613672,0.406699742,1.785436883,0.074190481,0.633360077
ZNF92,1379.703979,0.725894975,0.394279953,1.841064879,0.065612052,0.613712219
LYPLAL1-AS1,22.66304216,0.725886596,0.586934278,1.23674255,0.216182677,0.807610583
LINC01537,15.53624545,0.724993283,0.558576275,1.297930679,0.194311157,0.795009258
LINC02308,4.453247905,0.724183809,0.749510056,0.966209598,0.333939311,NA
UGT2B4,30.47220643,0.723912168,1.313601743,0.551089531,0.581572302,0.942166761
MTCO3P2,0.455403552,0.723578177,2.215367985,0.326617601,0.743957129,NA
BMS1P16,0.829732922,0.723229285,0.854601773,0.846276369,0.397398587,NA
CRY2,2943.524118,0.723139234,0.270073222,2.677567323,0.007415895,0.304839157
KBTBD11,327.890095,0.722850569,0.441200688,1.638371354,0.101344251,0.684702957
EPAS1,8754.944367,0.722752015,0.342915674,2.107666899,0.035059812,0.507018509
SNORD114-3,0.286956811,0.722386154,1.320137431,0.547205266,0.584237719,NA
PPIAL4G,0.937324743,0.722092427,0.757595232,0.953137503,0.340520407,NA
SLCO1C1,21.53279376,0.721949138,0.490007158,1.473344063,0.140658285,0.742351381
THBD,1606.322156,0.721497386,0.383535454,1.881175207,0.059948089,0.600563856
CDH6,319.9940366,0.721373538,0.384828887,1.874530637,0.060857323,0.602417495
MAOA,1462.264303,0.721300131,0.719944853,1.001882474,0.316400358,0.859420943
MIR205HG,1868.277633,0.721294327,0.742230954,0.971792301,0.331153887,0.865659523
OSBPL6,739.620804,0.720971678,0.494170376,1.458953658,0.144577863,0.746431677
RNU7-186P,0.421630864,0.720959498,1.360744461,0.529827251,0.596231709,NA
NTF4,64.55491422,0.720872702,0.712732967,1.011420455,0.311815235,0.856617612
AHCYP4,0.30093321,0.72063622,1.129334033,0.638107237,0.523403876,NA
RN7SL252P,0.204756555,0.720406369,2.005104403,0.359286214,0.719380987,NA
ZNF366,139.8193044,0.720107113,0.494504305,1.45622011,0.145331782,0.74673823
RASA4B,6.034312723,0.719974079,0.584214843,1.232378957,0.217807558,0.809200779
MIR6745,0.691231713,0.7199429,0.8761855,0.821678628,0.411259826,NA
SEMA3G,1404.519628,0.719367894,0.456117632,1.57715432,0.114760021,0.707251785
RPS26P21,0.828481769,0.71931989,0.792725652,0.907400799,0.364194887,NA
TGIF1P1,0.256097446,0.718600051,1.597969975,0.44969559,0.652929951,NA
PENK,66.78392351,0.718477123,0.931861171,0.771013049,0.440699197,0.903527862
PCNPP3,0.380314202,0.717105472,1.241493274,0.577615269,0.563523896,NA
WDR86,232.3972879,0.716807363,0.442434,1.620145294,0.10520107,0.693055094
HMGB1P44,0.164130063,0.715252264,1.89802394,0.376840486,0.706292151,NA
RPL36AP39,1.381178132,0.715055289,0.891930681,0.801693791,0.422730108,NA
RN7SL515P,0.168263916,0.715044805,2.594150242,0.275637391,0.782826588,NA
FAM86C1,486.2337802,0.714940025,0.302975023,2.359732559,0.018288114,0.40824596
SYNDIG1L,12.68941106,0.714587763,0.583316034,1.225043924,0.220558672,0.8114115
LIPF,2.096415708,0.714541996,1.314142748,0.543732405,0.58662563,NA
BMP7,956.9377226,0.714430533,0.712115983,1.003250244,0.315740136,0.858591598
NR3C1,2891.595892,0.714387702,0.285585838,2.501481542,0.012367489,0.364542894
CYP4F35P,90.74886124,0.714283739,0.811641158,0.880048692,0.378832932,0.88247068
RNY1,1.044199486,0.71321894,0.934778524,0.762981735,0.445474289,NA
WASF4P,2.860187871,0.712908933,0.571891631,1.246580461,0.21255137,NA
CPED1,585.5234674,0.712694007,0.464059663,1.535780987,0.124592104,0.720258123
PPP1R1C,18.14031656,0.712606802,0.781377646,0.9119877,0.361775193,0.878289693
HOXA13,23.70079036,0.71241958,0.650431238,1.095303451,0.273383716,0.836705887
CALCRL,1667.262492,0.712011949,0.40765709,1.74659528,0.080707566,0.646116772
LINC02794,0.776309736,0.711977679,1.011370552,0.703973115,0.481449516,NA
HMGN2P9,0.173371855,0.711545363,1.762888243,0.403624771,0.686488667,NA
PPP4R4,127.3254658,0.71145954,0.87586845,0.812290407,0.416625014,0.895442204
TDRD10,68.12175238,0.711306317,0.562328699,1.264929779,0.205896501,0.803388553
KCTD16,18.293759,0.71106226,0.529553049,1.34275926,0.179349939,0.781556115
TRGV9,3.175995616,0.710869506,0.659539562,1.077826937,0.281110996,NA
RAPGEF3,978.0117415,0.710566637,0.397722038,1.786591057,0.074003608,0.633360077
1-Mar,1082.088033,0.710559909,0.402769321,1.76418578,0.077700706,0.640260574
LINC01087,408.618574,0.710552376,1.022117,0.695177143,0.486944295,0.91926933
FOXD3-AS1,184.7643877,0.710213157,0.811916617,0.87473657,0.381717257,0.88293061
RNU6-876P,0.298403457,0.710169287,1.225242631,0.579615228,0.562174122,NA
RNA5SP462,0.378463958,0.709535724,1.543326821,0.45974431,0.645699761,NA
RPL12P30,1.544850329,0.709435742,0.892634487,0.794766226,0.426749501,NA
TGFBR3,2478.493091,0.709334588,0.52202635,1.35880993,0.174206826,0.776170566
LINC02259,2.017992873,0.709186994,0.54079219,1.311385422,0.189727582,NA
CLEC14A,1247.791946,0.708691151,0.364091337,1.946465292,0.051598873,0.578771327
KLK2,15.0824387,0.708428063,0.630294468,1.123963637,0.261028452,0.830513976
PER2,1981.291306,0.708223528,0.304675195,2.324519815,0.020097651,0.425674474
S1PR1,1551.298514,0.708193964,0.415533042,1.704302407,0.088324606,0.663503994
MIR3178,1.335617807,0.708072728,0.777941705,0.910187388,0.362723694,NA
LINC01761,2.804581891,0.707370122,1.159448505,0.610091884,0.541800943,NA
RNU6-1051P,0.194752274,0.707048483,2.171367439,0.3256236,0.744709154,NA
PSMC1P8,0.167395607,0.70701536,2.198520054,0.321586951,0.747765631,NA
LRG1,2711.571576,0.706872227,0.750844031,0.941436834,0.346481045,0.871939404
MIR6806,0.518925938,0.706398884,1.070417455,0.659928406,0.509299774,NA
IGFBP5,56728.10152,0.706264108,0.559107149,1.263199924,0.20651734,0.803721747
RN7SL541P,0.802210951,0.706195769,1.235943821,0.57138177,0.567740884,NA
IGSF10,309.193719,0.705741123,0.561516706,1.256847952,0.208808698,0.804110399
AK4P6,0.406088408,0.705613834,1.278501639,0.551906867,0.581012163,NA
GCNT1,1930.864885,0.705292692,0.416078697,1.695094454,0.090057504,0.665189263
MAGEE2,6.058063775,0.705215065,0.64907736,1.086488466,0.277262941,0.837504407
GALNT6,11384.63908,0.705199176,0.527116847,1.337842226,0.180947874,0.782518774
BAIAP3,909.3936541,0.704786452,0.589367898,1.195834476,0.231761159,0.815413262
CCL14,136.4119259,0.704707038,0.720684928,0.977829577,0.32815862,0.864224471
PLPPR3,332.1322772,0.70423164,0.865066446,0.814078089,0.415600217,0.895044918
LINC01644,49.11974791,0.704012213,1.156035903,0.608988191,0.542532266,0.932928969
EPB42,14.67451742,0.703660418,0.550468195,1.278294413,0.201145637,0.798780197
BANF1P1,1.091716101,0.703239646,0.934735188,0.752341043,0.451845992,NA
C17orf107,301.44935,0.703183784,0.427898996,1.643340578,0.100312487,0.683551084
BDP1P,0.233566698,0.703147451,1.52888463,0.459908771,0.645581704,NA
FAM124B,126.9177663,0.702259731,0.394214313,1.781416118,0.074844497,0.634575235
THEMIS3P,0.733382312,0.702151068,0.927496824,0.757038784,0.449026627,NA
RPL21P133,1.247653295,0.701820423,0.985073361,0.712454982,0.476183079,NA
ACOT12,1.576961402,0.701776275,0.868150421,0.808357928,0.418884564,NA
SIRPD,2.758818498,0.701527646,0.571157517,1.228255999,0.219350883,NA
ANXA9,1978.863848,0.701458336,0.525143435,1.335746177,0.181632251,0.783164611
ISM1,647.8658833,0.701457022,0.498947436,1.405873586,0.159761666,0.762002472
GPR162,256.6179589,0.7012384,0.530477553,1.321900231,0.186201376,0.787835763
GLYCTK,212.452404,0.701236802,0.29692938,2.361628216,0.018194879,0.40824596
TFF3,11415.20556,0.700924901,0.871524952,0.8042511,0.421251972,0.898287313
MEOX2,277.8323415,0.700735607,0.569594658,1.230235567,0.218608905,0.809840825
PLCD4,543.6252201,0.699667371,0.378247244,1.849761983,0.064347863,0.61288701
APOC1P1,9.290161701,0.69928169,0.515892572,1.355479277,0.175264907,0.776856706
CHURC1-FNTB,2.199290142,0.699033797,0.661618855,1.056550597,0.290716737,NA
LINC02623,1.196205646,0.69902814,0.761419351,0.918059331,0.358587805,NA
ROBO4,1283.186967,0.69871995,0.344661374,2.027265028,0.042635316,0.542285582
SGCE,1970.488405,0.69843801,0.399029213,1.750343049,0.080059137,0.644654112
DHRS12,736.5045747,0.697755658,0.286459702,2.435789928,0.014859311,0.385061384
FBXL17,1503.290003,0.69722284,0.265617627,2.624911785,0.008667142,0.326642438
QSOX1,15152.0179,0.696719204,0.347419999,2.005409032,0.044919337,0.553767531
FNDC11,43.88142303,0.696156071,0.483246376,1.440582082,0.149702785,0.75393475
TTC4P1,0.820031632,0.696100288,0.912434308,0.762904554,0.44552032,NA
MED15P4,15.65330621,0.695824443,1.767744147,0.393622824,0.693859528,0.959780777
OR10AC1,2.037046079,0.695638788,0.59098746,1.177078762,0.239164071,NA
ASTN1,67.83620302,0.695497328,0.665276661,1.045425713,0.295826258,0.848641936
PPIAP14,3.482382366,0.695366585,0.680787518,1.021415004,0.30705786,NA
FAM167B,284.0044654,0.695206773,0.385311767,1.804270807,0.071188864,0.625987342
